2019-12-11 13:24:29.514146 - Python Partest Version 0.5
Setting up test: runsperthread=1 threads=50 totalruns=50 payload=[{'bucketname': 'testbucketohiodap' 'key': '562sales_100.csv'}]

Raw results of each run:
1_run_id,2_thread_id,containerID,contextSwitches,contextSwitchesDelta,cpuCores,cpuIdle,cpuIdleDelta,cpuIowait,cpuIowaitDelta,cpuIrq,cpuIrqDelta,cpuKrn,cpuKrnDelta,cpuModel,cpuNice,cpuNiceDelta,cpuSoftIrq,cpuSoftIrqDelta,cpuType,cpuUsr,cpuUsrDelta,frameworkRuntime,freeMemory,latency,majorPageFaults,majorPageFaultsDelta,message,newcontainer,pageFaults,pageFaultsDelta,payload,roundTripTime,runtime,totalMemory,userRuntime,uuid,value,vmID,vmcpusteal,vmcpustealDelta,vmuptime
0,6,2019/12/11/[$LATEST]11e1823978914a42a445694f30282b32,35672,159,2,686491,6,5,0,0,0,142,1,62,0,0,4,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,380,20,15,2965440,14982.01,689,1,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,80749,1440,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},15129.01,147,3230668,132,af546f5b-ed47-41a5-bc94-5675b4388b51,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,zOBqdS,37,0,1576096031
0,28,2019/12/11/[$LATEST]d41946e225da432fafb2aafa049baac3,33196,79,2,421929,18,5,0,0,0,129,0,62,0,0,2,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,461,3,4,2972524,14227.06,697,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,82289,3,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},14338.06,111,3230668,106,d55b484b-0190-4836-9159-e6a154cbdf5a,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,33IsIs,13,0,1576097353
0,4,2019/12/11/[$LATEST]6127c9684d494e77ab89949d0c9781eb,38388,126,2,1152047,17,6,0,0,0,173,1,62,0,0,2,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,438,8,4,2971064,15250.82,689,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,82063,7,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},15385.82,135,3230668,130,7e8f1dcc-88b4-4d7b-9e6d-75d1a1b62ee2,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,dYNppJ,52,0,1576093703
0,7,2019/12/11/[$LATEST]ac39a705e8f745b3879d8bba2155e963,44723,228,2,1384277,14,5,0,0,0,179,1,62,0,0,2,1,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,353,17,5,2979320,15210.97,690,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,76309,1891,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},15381.97,171,3230668,166,2db91a33-9b02-4b4f-b11b-7f746796d578,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,0wnXSd,71,0,1576092542
0,5,2019/12/11/[$LATEST]11e1823978914a42a445694f30282b32,36002,59,2,686510,19,5,0,0,0,144,0,62,0,0,4,1,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,400,9,4,2964300,15277.91,690,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,82390,132,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},15415.91,138,3230668,133,af546f5b-ed47-41a5-bc94-5675b4388b51,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,zOBqdS,37,0,1576096031
0,29,2019/12/11/[$LATEST]d41946e225da432fafb2aafa049baac3,33393,140,2,421985,17,5,0,0,0,130,0,62,0,0,2,1,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,464,3,4,2972624,14486.07,697,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,82476,19,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},14597.07,111,3230668,106,d55b484b-0190-4836-9159-e6a154cbdf5a,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,33IsIs,13,0,1576097353
0,8,2019/12/11/[$LATEST]11e1823978914a42a445694f30282b32,36230,358,2,686540,20,5,0,0,0,144,0,62,0,0,5,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,410,6,8,2963920,15364.95,690,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,82705,122,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},15508.95,144,3230668,135,af546f5b-ed47-41a5-bc94-5675b4388b51,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,zOBqdS,37,0,1576096031
0,1,2019/12/11/[$LATEST]2846847db411410bacab64fab6059a12,37269,265,2,961354,21,7,0,0,0,165,1,62,0,0,2,1,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,368,26,4,2975712,15394.36,688,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,76857,2175,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},15647.36,253,3230668,249,ba0340d6-7fc7-4fa8-ae38-ac25c4d562e4,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,EdWxuU,57,0,1576094657
0,0,2019/12/11/[$LATEST]6127c9684d494e77ab89949d0c9781eb,38674,265,2,1152074,19,6,0,0,0,174,0,62,0,0,2,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,447,6,4,2971172,15525.13,689,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,82266,158,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},15665.13,140,3230668,136,7e8f1dcc-88b4-4d7b-9e6d-75d1a1b62ee2,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,dYNppJ,52,0,1576093703
0,2,2019/12/11/[$LATEST]709991c1698a42bfaacc01bc387c81c3,38539,205,2,1000779,12,5,0,0,0,152,0,62,0,0,5,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,389,21,6,2971684,15489.37,692,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,79702,86,{'bucketname': 'testbucketohiodap'; 'key': '562sales_100.csv'},15664.37,175,3230668,168,25278d79-2941-4bf4-b782-99ad7c46795a,Bucket: testbucketohiodap key:562sales_100.csv processed. record 0 = ,G5p39x,33,0,1576094459
