2019-12-11 13:29:01.182307 - Python Partest Version 0.5
Setting up test: runsperthread=1 threads=50 totalruns=50 payload=[{'bucketname': 'testbucketohiodap' 'key': '562sales_50000.csv'}]

Raw results of each run:
1_run_id,2_thread_id,containerID,contextSwitches,contextSwitchesDelta,cpuCores,cpuIdle,cpuIdleDelta,cpuIowait,cpuIowaitDelta,cpuIrq,cpuIrqDelta,cpuKrn,cpuKrnDelta,cpuModel,cpuNice,cpuNiceDelta,cpuSoftIrq,cpuSoftIrqDelta,cpuType,cpuUsr,cpuUsrDelta,frameworkRuntime,freeMemory,latency,majorPageFaults,majorPageFaultsDelta,message,newcontainer,pageFaults,pageFaultsDelta,payload,roundTripTime,runtime,totalMemory,userRuntime,uuid,value,vmID,vmcpusteal,vmcpustealDelta,vmuptime
0,0,2019/12/11/[$LATEST]d41946e225da432fafb2aafa049baac3,41102,586,2,475426,94,5,0,0,0,142,5,62,0,0,11,3,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,644,68,3,2960168,6681.59,697,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,90613,10098,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},7551.59,870,3230668,867,d55b484b-0190-4836-9159-e6a154cbdf5a,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,33IsIs,20,1,1576097353
0,1,2019/12/11/[$LATEST]6127c9684d494e77ab89949d0c9781eb,49427,616,2,1205598,86,6,0,0,0,193,7,62,0,0,11,4,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,677,64,4,2957340,7152.46,689,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,92791,10373,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},7980.46,828,3230668,824,7e8f1dcc-88b4-4d7b-9e6d-75d1a1b62ee2,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,dYNppJ,65,0,1576093703
0,2,2019/12/11/[$LATEST]4e2f085d452f4c5ba365117d9014eae5,25684,613,2,475346,84,6,0,0,0,143,4,62,0,0,7,2,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,569,65,4,2961172,7185.25,689,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,86491,11067,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},7989.25,804,3230668,799,6c7afc4e-1d95-48a9-982d-38c87c1861fa,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,wYAtk5,10,0,1576097355
0,4,2019/12/11/[$LATEST]d41946e225da432fafb2aafa049baac3,41802,520,2,475535,82,5,0,0,0,148,5,62,0,0,14,2,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,712,67,4,2919936,7339.47,697,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,100890,10857,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},8138.47,799,3230668,795,d55b484b-0190-4836-9159-e6a154cbdf5a,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,33IsIs,21,0,1576097353
0,3,2019/12/11/[$LATEST]11e1823978914a42a445694f30282b32,47589,560,2,740093,89,5,0,0,0,164,8,62,0,0,16,1,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,657,65,4,2955492,7312.06,690,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,92320,9980,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},8154.06,842,3230668,838,af546f5b-ed47-41a5-bc94-5675b4388b51,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,zOBqdS,53,0,1576096031
0,7,2019/12/11/[$LATEST]1b9323ad8ef94cae901f9d4a3059db83,28526,593,2,855667,98,5,0,0,0,149,5,62,0,0,12,6,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,592,68,4,2961444,7361.37,686,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,85342,10882,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},8254.37,893,3230668,889,8b98ab2a-f74c-4abd-9182-73845a67cd3b,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,8wCPlU,35,0,1576095454
0,10,2019/12/11/[$LATEST]2846847db411410bacab64fab6059a12,46348,523,2,1014993,100,7,0,0,0,184,4,62,0,0,12,3,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,595,73,4,2948404,7337.82,689,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,89208,11581,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},8248.82,911,3230668,907,ba0340d6-7fc7-4fa8-ae38-ac25c4d562e4,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,EdWxuU,67,1,1576094657
0,6,2019/12/11/[$LATEST]4e2f085d452f4c5ba365117d9014eae5,26397,558,2,475434,68,6,0,0,0,147,6,62,0,0,9,2,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,635,58,5,2922188,7606.21,689,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,97743,11106,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},8294.21,688,3230668,683,6c7afc4e-1d95-48a9-982d-38c87c1861fa,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,wYAtk5,10,1,1576097355
0,14,2019/12/11/[$LATEST]6127c9684d494e77ab89949d0c9781eb,50112,477,2,1205686,84,6,0,0,0,201,5,62,0,0,15,2,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,741,60,4,2918356,7524.35,689,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,103343,11094,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},8294.35,770,3230668,766,7e8f1dcc-88b4-4d7b-9e6d-75d1a1b62ee2,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,dYNppJ,65,0,1576093703
0,16,2019/12/11/[$LATEST]73f4ba2564db4ae3b1d1517bb751527b,36901,666,2,1154693,88,5,0,0,0,172,8,62,0,0,11,5,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,595,66,4,2959056,7516.84,689,0,bucketname is = testbucketohiodap! This is an attributed added to the Inspector!,0,85133,11080,{'bucketname': 'testbucketohiodap'; 'key': '562sales_50000.csv'},8354.84,838,3230668,833,483e8892-3216-444b-824c-0e3788b30bd2,Bucket: testbucketohiodap key:562sales_50000.csv processed. record 0 = ,QI3xXB,23,0,1576093958
