2019-12-12 21:04:22.681827 - Python Partest Version 0.5
Setting up test: runsperthread=1 threads=1 totalruns=1 payload=[{'bucketname': 'df.service.one' 'key': 'edited_1000_Sales_Records.csv' 'tablename': 'SalesData'}]

Raw results of each run:
1_run_id,2_thread_id,contextSwitchesDelta,cpuCores,cpuIdleDelta,cpuIowaitDelta,cpuIrqDelta,cpuKrnDelta,cpuModel,cpuNiceDelta,cpuSoftIrqDelta,cpuType,cpuUsrDelta,frameworkRuntime,iteration,latency,message,payload,roundTripTime,runtime,userRuntime,vmcpustealDelta
0,0,1423,2,39,0,0,2,62,0,2,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,3,0,1,749.47,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1000_Sales_Records.csv'; 'tablename': 'SalesData'},966.47,217,217,2
0,0,1670,2,40,0,0,0,62,0,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,3,0,2,705.75,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1000_Sales_Records.csv'; 'tablename': 'SalesData'},927.75,222,222,0
0,0,1290,2,30,0,0,0,62,0,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,3,0,3,718.91,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1000_Sales_Records.csv'; 'tablename': 'SalesData'},888.91,170,170,1
0,0,1192,2,31,0,0,0,62,0,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,2,0,4,721.13,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1000_Sales_Records.csv'; 'tablename': 'SalesData'},895.13,174,174,2
0,0,1663,2,42,0,0,1,62,0,0,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,2,0,5,722.36,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1000_Sales_Records.csv'; 'tablename': 'SalesData'},957.36,235,235,0
Successful Runs: 5

Category cpuType:
cpuType,uses,avg_contextSwitchesDelta,avg_cpuCores,avg_cpuIdleDelta,avg_cpuIowaitDelta,avg_cpuIrqDelta,avg_cpuKrnDelta,avg_cpuNiceDelta,avg_cpuSoftIrqDelta,avg_cpuUsrDelta,avg_frameworkRuntime,avg_iteration,avg_latency,avg_roundTripTime,avg_runtime,avg_userRuntime,avg_vmcpustealDelta
Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,5,1447.60,2.00,36.40,0.00,0.00,0.60,0.00,0.40,2.60,0.00,3.00,723.52,927.12,203.60,203.60,1.00
Total number of unique cpuTypes: 1

Category zAll:
zAll,uses,avg_contextSwitchesDelta,avg_cpuCores,avg_cpuIdleDelta,avg_cpuIowaitDelta,avg_cpuIrqDelta,avg_cpuKrnDelta,avg_cpuNiceDelta,avg_cpuSoftIrqDelta,avg_cpuUsrDelta,avg_frameworkRuntime,avg_iteration,avg_latency,avg_roundTripTime,avg_runtime,avg_userRuntime,avg_vmcpustealDelta
Final Results:,5,1447.60,2.00,36.40,0.00,0.00,0.60,0.00,0.40,2.60,0.00,3.00,723.52,927.12,203.60,203.60,1.00
Total number of unique zAlls: 1
