2019-12-12 21:38:33.991184 - Python Partest Version 0.5
Setting up test: runsperthread=1 threads=1 totalruns=1 payload=[{'bucketname': 'df.service.one' 'key': 'edited_1500000_Sales_Records.csv' 'tablename': 'SalesData'}]

Raw results of each run:
1_run_id,2_thread_id,contextSwitchesDelta,cpuCores,cpuIdleDelta,cpuIowaitDelta,cpuIrqDelta,cpuKrnDelta,cpuModel,cpuNiceDelta,cpuSoftIrqDelta,cpuType,cpuUsrDelta,frameworkRuntime,iteration,latency,message,payload,roundTripTime,runtime,userRuntime,vmcpustealDelta
0,0,1547626,2,23271,0,0,655,62,0,182,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,5528,0,1,907.8,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1500000_Sales_Records.csv'; 'tablename': 'SalesData'},150618.8,149711,149711,44
0,0,1589767,2,22557,0,0,624,62,0,193,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,5553,0,2,885.99,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1500000_Sales_Records.csv'; 'tablename': 'SalesData'},147240.99,146355,146355,50
0,0,1530221,2,25128,0,0,608,62,0,239,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,5642,0,3,886.26,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1500000_Sales_Records.csv'; 'tablename': 'SalesData'},160437.26,159551,159551,34
0,0,1516404,2,19130,0,0,631,62,0,216,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,5553,0,4,855.27,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1500000_Sales_Records.csv'; 'tablename': 'SalesData'},130037.27,129182,129182,36
0,0,1525336,2,22878,0,0,638,62,0,199,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,5523,0,5,776.89,bucketname is = df.service.one! This is an attributed added to the Inspector!,{'bucketname': 'df.service.one'; 'key': 'edited_1500000_Sales_Records.csv'; 'tablename': 'SalesData'},148366.89,147590,147590,48
Successful Runs: 5

Category cpuType:
cpuType,uses,avg_contextSwitchesDelta,avg_cpuCores,avg_cpuIdleDelta,avg_cpuIowaitDelta,avg_cpuIrqDelta,avg_cpuKrnDelta,avg_cpuNiceDelta,avg_cpuSoftIrqDelta,avg_cpuUsrDelta,avg_frameworkRuntime,avg_iteration,avg_latency,avg_roundTripTime,avg_runtime,avg_userRuntime,avg_vmcpustealDelta
Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62,5,1541870.80,2.00,22592.80,0.00,0.00,631.20,0.00,205.80,5559.80,0.00,3.00,862.44,147340.24,146477.80,146477.80,42.40
Total number of unique cpuTypes: 1

Category zAll:
zAll,uses,avg_contextSwitchesDelta,avg_cpuCores,avg_cpuIdleDelta,avg_cpuIowaitDelta,avg_cpuIrqDelta,avg_cpuKrnDelta,avg_cpuNiceDelta,avg_cpuSoftIrqDelta,avg_cpuUsrDelta,avg_frameworkRuntime,avg_iteration,avg_latency,avg_roundTripTime,avg_runtime,avg_userRuntime,avg_vmcpustealDelta
Final Results:,5,1541870.80,2.00,22592.80,0.00,0.00,631.20,0.00,205.80,5559.80,0.00,3.00,862.44,147340.24,146477.80,146477.80,42.40
Total number of unique zAlls: 1
